"country","year","Party","Seats","Banzhaf Power Index","perc of seats","Shapley-Shubik Power Index"
"Netherlands","1971","Christian-Historical Union",10,0.0671668034228,0.0666666666667,0.0597596847597
"Netherlands","1971","Democratic Socialists 70",8,0.0543898722307,0.0533333333333,0.0479215229215
"Netherlands","1971","Communist Party of the Netherlands",6,0.0380963544719,0.04,0.0335581085581
"Netherlands","1971","Political Reformed Party",3,0.0194584456687,0.02,0.0178127428127
"Netherlands","1971","Pacifist Socialist Party",2,0.0130113702966,0.0133333333333,0.0125263625264
"Netherlands","1971","Political Radical Party",2,0.0130113702966,0.0133333333333,0.0125263625264
"Netherlands","1971","Reformed Political League",2,0.0130113702966,0.0133333333333,0.0125263625264
"Netherlands","1971","Dutch Middle Class Party",2,0.0130113702966,0.0133333333333,0.0125263625264
"Netherlands","1971","Farmers Party",1,0.00644707537217,0.00666666666667,0.00607448107448
"Netherlands","1971","Labour Party",39,0.265736724886,0.26,0.290001665002
"Netherlands","1971","Peoples Party for Freedom and Democracy",16,0.118274528191,0.106666666667,0.104648129648
"Netherlands","1971","Catholic Peoples Party",35,0.214042902356,0.233333333333,0.243836718837
"Netherlands","1971","Anti-Revolutionary Party",13,0.0896729574493,0.0866666666667,0.0799200799201
"Netherlands","1972","Pacifist Socialist Party",2,0.0117698892246,0.0133333333333,0.0107031857032
"Netherlands","1972","Labour Party",43,0.350264350453,0.286666666667,0.348523698524
"Netherlands","1972","Catholic Peoples Party",27,0.16194612286,0.18,0.178965478965
"Netherlands","1972","Peoples Party for Freedom and Democracy",22,0.148350956697,0.146666666667,0.142893217893
"Netherlands","1972","Anti-Revolutionary Party",14,0.0851586102719,0.0933333333333,0.0779692529693
"Netherlands","1972","Communist Party of the Netherlands",7,0.0397155085599,0.0466666666667,0.0399683649684
"Netherlands","1972","Christian-Historical Union",7,0.0397155085599,0.0466666666667,0.0399683649684
"Netherlands","1972","Political Radical Party",7,0.0397155085599,0.0466666666667,0.0399683649684
"Netherlands","1972","Democratic Socialists 70",6,0.0340508559919,0.04,0.0349095349095
"Netherlands","1972","Democrats 66",6,0.0340508559919,0.04,0.0349095349095
"Netherlands","1972","Farmers Party",3,0.0186933534743,0.02,0.0175657675658
"Netherlands","1972","Political Reformed Party",3,0.0186933534743,0.02,0.0175657675658
"Netherlands","1972","Reformed Political League",2,0.0117698892246,0.0133333333333,0.0107031857032
"Netherlands","1972","Rooms-Catholic Netherlands Party",1,0.0061052366566,0.00666666666667,0.00538628038628
"Netherlands","1977","Democratic Socialists 70",1,0,0.00666666666667,0
"Netherlands","1977","Political Radical Party",3,0,0.02,0
"Netherlands","1977","Political Reformed Party",3,0,0.02,0
"Netherlands","1977","Pacifist Socialist Party",1,0,0.00666666666667,0
"Netherlands","1977","Farmers Party",1,0,0.00666666666667,0
"Netherlands","1977","Reformed Political League",1,0,0.00666666666667,0
"Netherlands","1977","Communist Party of the Netherlands",2,0,0.0133333333333,0
"Netherlands","1977","Democrats 66",8,0,0.0533333333333,0
"Netherlands","1977","Peoples Party for Freedom and Democracy",28,0.333333333333,0.186666666667,0.333333333333
"Netherlands","1977","Christian Democratic Appeal",49,0.333333333333,0.326666666667,0.333333333333
"Netherlands","1977","Labour Party",53,0.333333333333,0.353333333333,0.333333333333
"Netherlands","1981","Peoples Party for Freedom and Democracy",26,0.258027522936,0.173333333333,0.236111111111
"Netherlands","1981","Christian Democratic Appeal",48,0.322247706422,0.32,0.339285714286
"Netherlands","1981","Labour Party",44,0.264908256881,0.293333333333,0.267857142857
"Netherlands","1981","Democrats 66",17,0.0355504587156,0.113333333333,0.0376984126984
"Netherlands","1981","Communist Party of the Netherlands",3,0.0240825688073,0.02,0.0238095238095
"Netherlands","1981","Political Reformed Party",3,0.0240825688073,0.02,0.0238095238095
"Netherlands","1981","Political Radical Party",3,0.0240825688073,0.02,0.0238095238095
"Netherlands","1981","Pacifist Socialist Party",3,0.0240825688073,0.02,0.0238095238095
"Netherlands","1981","Reformatory Political Federation",2,0.0172018348624,0.0133333333333,0.0178571428571
"Netherlands","1981","Reformed Political League",1,0.00573394495413,0.00666666666667,0.00595238095238
"Netherlands","1982","Pacifist Socialist Party",3,0,0.02,0
"Netherlands","1982","Reformatory Political Federation",2,0,0.0133333333333,0
"Netherlands","1982","Political Radical Party",2,0,0.0133333333333,0
"Netherlands","1982","Reformed Political League",1,0,0.00666666666667,0
"Netherlands","1982","Center Party",1,0,0.00666666666667,0
"Netherlands","1982","Evangelical Peoples Party",1,0,0.00666666666667,0
"Netherlands","1982","Labour Party",47,0.333333333333,0.313333333333,0.333333333333
"Netherlands","1982","Christian Democratic Appeal",45,0.333333333333,0.3,0.333333333333
"Netherlands","1982","Peoples Party for Freedom and Democracy",36,0.333333333333,0.24,0.333333333333
"Netherlands","1982","Democrats 66",6,0,0.04,0
"Netherlands","1982","Communist Party of the Netherlands",3,0,0.02,0
"Netherlands","1982","Political Reformed Party",3,0,0.02,0
"Netherlands","1986","Labour Party",52,0.333333333333,0.346666666667,0.333333333333
"Netherlands","1986","Reformed Political League",1,0,0.00666666666667,0
"Netherlands","1986","Political Radical Party",2,0,0.0133333333333,0
"Netherlands","1986","Political Reformed Party",3,0,0.02,0
"Netherlands","1986","Democrats 66",9,0,0.06,0
"Netherlands","1986","Christian Democratic Appeal",54,0.333333333333,0.36,0.333333333333
"Netherlands","1986","Peoples Party for Freedom and Democracy",27,0.333333333333,0.18,0.333333333333
"Netherlands","1986","Pacifist Socialist Party",1,0,0.00666666666667,0
"Netherlands","1986","Reformatory Political Federation",1,0,0.00666666666667,0
"Netherlands","1989","Peoples Party for Freedom and Democracy",22,0.256470588235,0.146666666667,0.256349206349
"Netherlands","1989","Christian Democratic Appeal",54,0.345882352941,0.36,0.371825396825
"Netherlands","1989","Labour Party",49,0.256470588235,0.326666666667,0.256349206349
"Netherlands","1989","Democrats 66",12,0.0447058823529,0.08,0.0384920634921
"Netherlands","1989","Green Left",6,0.0447058823529,0.04,0.0384920634921
"Netherlands","1989","Political Reformed Party",3,0.0258823529412,0.02,0.0194444444444
"Netherlands","1989","Reformed Political League",2,0.0117647058824,0.0133333333333,0.00873015873016
"Netherlands","1989","Center Democrats",1,0.00705882352941,0.00666666666667,0.00515873015873
"Netherlands","1989","Reformatory Political Federation",1,0.00705882352941,0.00666666666667,0.00515873015873
"Netherlands","1994","Labour Party",37,0.274598393574,0.246666666667,0.273701298701
"Netherlands","1994","Christian Democratic Appeal",34,0.226907630522,0.226666666667,0.228823953824
"Netherlands","1994","Peoples Party for Freedom and Democracy",31,0.198293172691,0.206666666667,0.189754689755
"Netherlands","1994","Democrats 66",24,0.0712851405622,0.16,0.0809523809524
"Netherlands","1994","Union 55+",1,0.00903614457831,0.00666666666667,0.00811688311688
"Netherlands","1994","Reformed Political League",2,0.0190763052209,0.0133333333333,0.0185064935065
"Netherlands","1994","Socialist Party",2,0.0190763052209,0.0133333333333,0.0185064935065
"Netherlands","1994","Political Reformed Party",2,0.0190763052209,0.0133333333333,0.0185064935065
"Netherlands","1994","Reformatory Political Federation",3,0.0286144578313,0.02,0.0277417027417
"Netherlands","1994","Center Democrats",3,0.0286144578313,0.02,0.0277417027417
"Netherlands","1994","Green Left",5,0.0481927710843,0.0333333333333,0.0493867243867
"Netherlands","1994","General Elderly League",6,0.0572289156627,0.04,0.0582611832612
"Netherlands","1998","Socialist Party",5,0.025171624714,0.0333333333333,0.0234126984127
"Netherlands","1998","Democrats 66",14,0.0526315789474,0.0933333333333,0.0496031746032
"Netherlands","1998","Christian Democratic Appeal",29,0.240274599542,0.193333333333,0.224603174603
"Netherlands","1998","Peoples Party for Freedom and Democracy",38,0.24942791762,0.253333333333,0.260317460317
"Netherlands","1998","Labour Party",45,0.336384439359,0.3,0.347222222222
"Netherlands","1998","Reformed Political League",2,0.0114416475973,0.0133333333333,0.0126984126984
"Netherlands","1998","Political Reformed Party",3,0.0160183066362,0.02,0.0162698412698
"Netherlands","1998","Reformatory Political Federation",3,0.0160183066362,0.02,0.0162698412698
"Netherlands","1998","Green Left",11,0.0526315789474,0.0733333333333,0.0496031746032
"Netherlands","2002","Christian Democratic Appeal",43,0.358050847458,0.286666666667,0.349603174603
"Netherlands","2002","Peoples Party for Freedom and Democracy",24,0.148305084746,0.16,0.146428571429
"Netherlands","2002","Labour Party",23,0.139830508475,0.153333333333,0.136904761905
"Netherlands","2002","Green Left",10,0.0572033898305,0.0666666666667,0.0646825396825
"Netherlands","2002","Socialist Party",9,0.0550847457627,0.06,0.0607142857143
"Netherlands","2002","Democrats 66",7,0.0444915254237,0.0466666666667,0.0448412698413
"Netherlands","2002","Christian Union",4,0.0169491525424,0.0266666666667,0.0162698412698
"Netherlands","2002","Political Reformed Party",2,0.010593220339,0.0133333333333,0.0103174603175
"Netherlands","2002","Livable Netherlands",2,0.010593220339,0.0133333333333,0.0103174603175
"Netherlands","2002","Pim Fortuyn List",26,0.158898305085,0.173333333333,0.159920634921
"Netherlands","2003","Christian Union",3,0.0093896713615,0.02,0.00992063492063
"Netherlands","2003","Political Reformed Party",2,0.00469483568075,0.0133333333333,0.00396825396825
"Netherlands","2003","Democrats 66",6,0.0281690140845,0.04,0.0313492063492
"Netherlands","2003","Pim Fortuyn List",8,0.0281690140845,0.0533333333333,0.0313492063492
"Netherlands","2003","Green Left",8,0.0281690140845,0.0533333333333,0.0313492063492
"Netherlands","2003","Socialist Party",9,0.0281690140845,0.06,0.0313492063492
"Netherlands","2003","Peoples Party for Freedom and Democracy",28,0.272300469484,0.186666666667,0.248015873016
"Netherlands","2003","Labour Party",42,0.295774647887,0.28,0.301587301587
"Netherlands","2003","Christian Democratic Appeal",44,0.305164319249,0.293333333333,0.311111111111
"Netherlands","2006","Democrats 66",3,0.0237603305785,0.02,0.0242063492063
"Netherlands","2006","Peoples Party for Freedom and Democracy",22,0.112603305785,0.146666666667,0.110317460317
"Netherlands","2006","Wilders Group/Party for Freedom",9,0.0650826446281,0.06,0.0619047619048
"Netherlands","2006","Political Reformed Party",2,0.0154958677686,0.0133333333333,0.0166666666667
"Netherlands","2006","Christian Union",6,0.0382231404959,0.04,0.0365079365079
"Netherlands","2006","Christian Democratic Appeal",41,0.315082644628,0.273333333333,0.315476190476
"Netherlands","2006","Green Left",7,0.0485537190083,0.0466666666667,0.0456349206349
"Netherlands","2006","Labour Party",33,0.209710743802,0.22,0.222619047619
"Netherlands","2006","Socialist Party",25,0.155991735537,0.166666666667,0.15
"Netherlands","2006","Party for the Animals",2,0.0154958677686,0.0133333333333,0.0166666666667
"New_Zealand","1946","Labour [LAB]",42,1,0.525,1
"New_Zealand","1946","National [NAT]",38,0,0.475,0
"New_Zealand","1949","Labour [LAB]",34,0,0.425,0
"New_Zealand","1949","National [NAT]",46,1,0.575,1
"New_Zealand","1951","National [NAT]",50,1,0.625,1
"New_Zealand","1951","Labour [LAB]",30,0,0.375,0
"New_Zealand","1954","National [NAT]",45,1,0.5625,1
"New_Zealand","1954","Labour [LAB]",35,0,0.4375,0
"New_Zealand","1957","Labour [LAB]",41,1,0.518987341772,1
"New_Zealand","1957","National [NAT]",38,0,0.481012658228,0
"New_Zealand","1960","National [NAT]",46,1,0.575,1
"New_Zealand","1960","Labour [LAB]",34,0,0.425,0
"New_Zealand","1963","National [NAT]",45,1,0.5625,1
"New_Zealand","1963","Labour [LAB]",35,0,0.4375,0
"New_Zealand","1966","Labour [LAB]",35,0,0.4375,0
"New_Zealand","1966","Social Credit [SC]",1,0,0.0125,0
"New_Zealand","1966","National [NAT]",44,1,0.55,1
"New_Zealand","1969","Labour [LAB]",39,0,0.464285714286,0
"New_Zealand","1969","National [NAT]",45,1,0.535714285714,1
"New_Zealand","1972","Labour [LAB]",55,1,0.632183908046,1
"New_Zealand","1972","National [NAT]",32,0,0.367816091954,0
"New_Zealand","1975","National [NAT]",55,1,0.632183908046,1
"New_Zealand","1975","Labour [LAB]",32,0,0.367816091954,0
"New_Zealand","1978","Labour [LAB]",40,0,0.434782608696,0
"New_Zealand","1978","National [NAT]",51,1,0.554347826087,1
"New_Zealand","1978","Social Credit [SC]",1,0,0.0108695652174,0
"New_Zealand","1981","National [NAT]",47,1,0.510869565217,1
"New_Zealand","1981","Social Credit [SC]",2,0,0.0217391304348,0
"New_Zealand","1981","Labour [LAB]",43,0,0.467391304348,0
"New_Zealand","1984","National [NAT]",37,0,0.389473684211,0
"New_Zealand","1984","Social Credit [SC]",2,0,0.0210526315789,0
"New_Zealand","1984","Labour [LAB]",56,1,0.589473684211,1
"New_Zealand","1987","Labour [LAB]",57,1,0.587628865979,1
"New_Zealand","1987","National [NAT]",40,0,0.412371134021,0
"New_Zealand","1990","National [NAT]",67,1,0.690721649485,1
"New_Zealand","1990","Labour [LAB]",29,0,0.298969072165,0
"New_Zealand","1990","New Labour [NL]",1,0,0.0103092783505,0
"New_Zealand","1996","New Zealand First Party",17,0.230769230769,0.141666666667,0.233333333333
"New_Zealand","1996","National [NAT]",44,0.384615384615,0.366666666667,0.4
"New_Zealand","1996","Labour [LAB]",37,0.230769230769,0.308333333333,0.233333333333
"New_Zealand","1996","ACT New Zealand",8,0.0769230769231,0.0666666666667,0.0666666666667
"New_Zealand","1996","Alliance",13,0.0769230769231,0.108333333333,0.0666666666667
"New_Zealand","1996","United New Zealand Party",1,0,0.00833333333333,0
"New_Zealand","1999","Alliance",10,0.126126126126,0.0833333333333,0.119047619048
"New_Zealand","1999","National [NAT]",39,0.162162162162,0.325,0.185714285714
"New_Zealand","1999","Labour [LAB]",49,0.414414414414,0.408333333333,0.416666666667
"New_Zealand","1999","United New Zealand Party",1,0.018018018018,0.00833333333333,0.0166666666667
"New_Zealand","1999","New Zealand First Party",1,0.018018018018,0.00833333333333,0.0166666666667
"New_Zealand","1999","Onenz Party",4,0.0810810810811,0.0333333333333,0.0761904761905
"New_Zealand","1999","Green Party",7,0.0810810810811,0.0583333333333,0.0761904761905
"New_Zealand","1999","ACT New Zealand",9,0.0990990990991,0.075,0.0928571428571
"Niger","1999","Rally for Democracy and Progress",8,0.0909090909091,0.0963855421687,0.1
"Niger","1999","Nigerien Party for Democracy and Socialism",16,0.0909090909091,0.192771084337,0.1
"Niger","1999","Democratic and Social Convention",17,0.0909090909091,0.204819277108,0.1
"Niger","1999","National Movement for Society and Development",38,0.636363636364,0.457831325301,0.6
"Niger","1999","Nigerien Alliance for Democracy and Progress",4,0.0909090909091,0.0481927710843,0.1
"Norway","1977","Center Party",11,0,0.0743243243243,0
"Norway","1977","Christian Peoples Party",18,0,0.121621621622,0
"Norway","1977","Conservative Party",40,0,0.27027027027,0
"Norway","1977","Norweigan Labour Party",76,1,0.513513513514,1
"Norway","1977","Socialist Left Party",2,0,0.0135135135135,0
"Norway","1977","Liberal Party",1,0,0.00675675675676,0
"Norway","1981","Liberal Party",2,0.0188679245283,0.0133333333333,0.0142857142857
"Norway","1981","Progress Party",4,0.0566037735849,0.0266666666667,0.047619047619
"Norway","1981","Socialist Left Party",4,0.0566037735849,0.0266666666667,0.047619047619
"Norway","1981","Center Party",6,0.0943396226415,0.04,0.0809523809524
"Norway","1981","Conservative Party",53,0.169811320755,0.353333333333,0.180952380952
"Norway","1981","Norweigan Labour Party",66,0.433962264151,0.44,0.447619047619
"Norway","1981","Christian Peoples Party",15,0.169811320755,0.1,0.180952380952
"Norway","1985","Conservative Party",50,0.125,0.31847133758,0.133333333333
"Norway","1985","Christian Peoples Party",16,0.125,0.101910828025,0.133333333333
"Norway","1985","Center Party",12,0.125,0.0764331210191,0.133333333333
"Norway","1985","Norweigan Labour Party",71,0.541666666667,0.452229299363,0.533333333333
"Norway","1985","Socialist Left Party",6,0.0416666666667,0.0382165605096,0.0333333333333
"Norway","1985","Progress Party",2,0.0416666666667,0.0127388535032,0.0333333333333
"Norway","1989","Norweigan Labour Party",63,0.461538461538,0.381818181818,0.466666666667
"Norway","1989","Conservative Party",37,0.153846153846,0.224242424242,0.166666666667
"Norway","1989","Center Party",11,0.0769230769231,0.0666666666667,0.0666666666667
"Norway","1989","Socialist Left Party",17,0.0769230769231,0.10303030303,0.0666666666667
"Norway","1989","Future for Finnmark",1,0,0.00606060606061,0
"Norway","1989","Progress Party",22,0.153846153846,0.133333333333,0.166666666667
"Norway","1989","Christian Peoples Party",14,0.0769230769231,0.0848484848485,0.0666666666667
"Norway","1993","Christian Peoples Party",13,0.0769230769231,0.0787878787879,0.0666666666667
"Norway","1993","Conservative Party",28,0.153846153846,0.169696969697,0.166666666667
"Norway","1993","Red Electoral Alliance",1,0,0.00606060606061,0
"Norway","1993","Norweigan Labour Party",67,0.461538461538,0.406060606061,0.466666666667
"Norway","1993","Socialist Left Party",13,0.0769230769231,0.0787878787879,0.0666666666667
"Norway","1993","Liberal Party",1,0,0.00606060606061,0
"Norway","1993","Center Party",32,0.153846153846,0.193939393939,0.166666666667
"Norway","1993","Progress Party",10,0.0769230769231,0.0606060606061,0.0666666666667
"Norway","1997","Interpolitical Coast and District Party",1,0.0104166666667,0.00606060606061,0.00714285714286
"Norway","1997","Progress Party",25,0.114583333333,0.151515151515,0.12619047619
"Norway","1997","Center Party",11,0.0520833333333,0.0666666666667,0.0404761904762
"Norway","1997","Socialist Left Party",9,0.03125,0.0545454545455,0.0261904761905
"Norway","1997","Liberal Party",6,0.0104166666667,0.0363636363636,0.00714285714286
"Norway","1997","Norweigan Labour Party",65,0.552083333333,0.393939393939,0.540476190476
"Norway","1997","Conservative Party",23,0.114583333333,0.139393939394,0.12619047619
"Norway","1997","Christian Peoples Party",25,0.114583333333,0.151515151515,0.12619047619
"Norway","2001","Coastal Party",1,0,0.00606060606061,0
"Norway","2001","Norweigan Labour Party",43,0.254237288136,0.260606060606,0.252380952381
"Norway","2001","Conservative Party",38,0.254237288136,0.230303030303,0.252380952381
"Norway","2001","Progress Party",26,0.152542372881,0.157575757576,0.152380952381
"Norway","2001","Socialist Left Party",23,0.152542372881,0.139393939394,0.152380952381
"Norway","2001","Christian Peoples Party",22,0.152542372881,0.133333333333,0.152380952381
"Norway","2001","Center Party",10,0.0169491525424,0.0606060606061,0.0190476190476
"Norway","2001","Liberal Party",2,0.0169491525424,0.0121212121212,0.0190476190476
"Norway","2005","Conservative Party",23,0.127272727273,0.136094674556,0.119047619048
"Norway","2005","Progress Party",38,0.163636363636,0.224852071006,0.185714285714
"Norway","2005","Liberal Party",10,0.0545454545455,0.0591715976331,0.052380952381
"Norway","2005","Norweigan Labour Party",61,0.418181818182,0.360946745562,0.419047619048
"Norway","2005","Christian Peoples Party",11,0.0545454545455,0.0650887573964,0.052380952381
"Norway","2005","Center Party",11,0.0545454545455,0.0650887573964,0.052380952381
"Norway","2005","Socialist Left Party",15,0.127272727273,0.0887573964497,0.119047619048
"Poland","1991","KKW Party X",3,0.00731507919694,0.0076726342711,0.00700656781115
"Poland","1991","KW Christian Democratic Party",4,0.00974364634977,0.0102301790281,0.00936877712584
"Poland","1991","OgKW Polish Western Union",4,0.00974364634977,0.0102301790281,0.00936877712584
"Poland","1991","KKW Labor Solidarity",4,0.00974364634977,0.0102301790281,0.00936877712584
"Poland","1991","KKW Christian Democracy",5,0.0121648586048,0.0127877237852,0.0117432053429
"Poland","1991","KKW German Minority",6,0.0145589336309,0.0153452685422,0.0141282338788
"Poland","1991","KW Union of Political Realism",3,0.00731507919694,0.0076726342711,0.00700656781115
"Poland","1991","KW Peoples Movement Peoples Accord",23,0.0580957989441,0.0588235294118,0.058046966368
"Poland","1991","Homeland Commission NSZZ Solidarity",23,0.0580957989441,0.0588235294118,0.058046966368
"Poland","1991","KKW Liberal-Democratic Congress",31,0.0789182567036,0.079283887468,0.0784513097849
"Poland","1991","KW Citizens Center Accord",37,0.0943421246376,0.0946291560102,0.0947911886783
"Poland","1991","OgKW Confederation Independent Poland",38,0.0970700104599,0.0971867007673,0.0976415468423
"Poland","1991","KKW Polish Peoples Party Program Alliance",41,0.105291865404,0.104859335038,0.106213400772
"Poland","1991","KW Catholic Electoral Action",42,0.108025549207,0.107416879795,0.109116975389
"Poland","1991","KKW Alliance of the Democratic Left",50,0.131705312204,0.127877237852,0.132795289741
"Poland","1991","KW Democratic Union",51,0.134628878485,0.130434782609,0.135816825172
"Poland","1991","OKW Solidarity 80",1,0.00243594158181,0.00255754475703,0.00232970207358
"Poland","1991","KW Alliance of Women against Lifes Hardship",1,0.00243594158181,0.00255754475703,0.00232970207358
"Poland","1991","KW Great Poland and Poland",1,0.00243594158181,0.00255754475703,0.00232970207358
"Poland","1991","KW Union of Podhalan",1,0.00243594158181,0.00255754475703,0.00232970207358
"Poland","1991","KW Union of Great Poles and Lubuszan",1,0.00243594158181,0.00255754475703,0.00232970207358
"Poland","1991","KKW Polish Friends of Beer Party",13,0.0315828768728,0.0332480818414,0.0307982577174
"Poland","1991","Democratic Party",1,0.00243594158181,0.00255754475703,0.00232970207358
"Poland","1991","Krakow Coalition of Solidarity with the President",1,0.00243594158181,0.00255754475703,0.00232970207358
"Poland","1991","Peoples Electoral Accord Piast",1,0.00243594158181,0.00255754475703,0.00232970207358
"Poland","1991","Bydgoszcz List of Peoples Unity",1,0.00243594158181,0.00255754475703,0.00232970207358
"Poland","1991","KKW Democratic-Social Movement",1,0.00243594158181,0.00255754475703,0.00232970207358
"Poland","1991","KW Orthodox Believers",1,0.00243594158181,0.00255754475703,0.00232970207358
"Poland","1991","KW Movement for Silesian Autonomy",2,0.00486328105823,0.00511508951407,0.00466364413696
"Poland","1993","OgKW Confederation Independent Poland",22,0.0566037735849,0.0562659846547,0.047619047619
"Poland","1993","Non-party Bloc for Support of the Reforms",16,0.0188679245283,0.0409207161125,0.0142857142857
"Poland","1993","KW Labor Union",32,0.0943396226415,0.0818414322251,0.0809523809524
"Poland","1993","KW Democratic Union",60,0.207547169811,0.153452685422,0.214285714286
"Poland","1993","KKW Polish Peoples Party Program Alliance",112,0.207547169811,0.286445012788,0.214285714286
"Poland","1993","Board of German Social-Cultural Association of Katow Province -DFK",1,0,0.00255754475703,0
"Poland","1993","German Minority Silesia in Opole",3,0.0188679245283,0.0076726342711,0.0142857142857
"Poland","1993","KKW Alliance of the Democratic Left",145,0.396226415094,0.37084398977,0.414285714286
"Poland","1997","German Social-Cultural Association of the German Minority in Opole Silesia",2,0,0.00511508951407,0
"Poland","1997","KW Electoral Solidarity Action",172,0.384615384615,0.43989769821,0.4
"Poland","1997","KKW Alliance of the Democratic Left",141,0.230769230769,0.360613810742,0.233333333333
"Poland","1997","Supreme KW Polish Peoples Party",21,0.0769230769231,0.0537084398977,0.0666666666667
"Poland","1997","Board of Freedom Union",49,0.230769230769,0.125319693095,0.233333333333
"Poland","1997","ZG Movement for Rebuilding Poland",6,0.0769230769231,0.0153452685422,0.0666666666667
"Poland","2001","KW Law and Justice",44,0.05,0.095652173913,0.0666666666667
"Poland","2001","KW Self-defense Polish Republic",53,0.05,0.115217391304,0.0666666666667
"Poland","2001","KW Voters Civil Platform of Republic of Poland",65,0.05,0.141304347826,0.0666666666667
"Poland","2001","Coalition KW Alliance of Democratic Left [SLD]-Labor Union [UP]",216,0.75,0.469565217391,0.666666666667
"Poland","2001","KW League of Polish Families",38,0.05,0.0826086956522,0.0666666666667
"Poland","2001","KW Polish Peoples Party",42,0.05,0.0913043478261,0.0666666666667
"Poland","2001","KKW German Minority",2,0,0.00434782608696,0
"Poland","2005","KW Polish Peoples Party",25,0.0714285714286,0.054347826087,0.0666666666667
"Poland","2005","KKW German Minority",2,0,0.00434782608696,0
"Poland","2005","KW League of Polish Families",34,0.0714285714286,0.0739130434783,0.0666666666667
"Poland","2005","Coalition KW Alliance of Democratic Left [SLD]-Labor Union [UP]",55,0.142857142857,0.119565217391,0.133333333333
"Poland","2005","KW Self-defense Polish Republic",56,0.142857142857,0.121739130435,0.133333333333
"Poland","2005","KW Voters Civil Platform of Republic of Poland",133,0.214285714286,0.289130434783,0.233333333333
"Poland","2005","KW Law and Justice",155,0.357142857143,0.336956521739,0.366666666667
"Poland","2007","KW Polish Peoples Party",31,0.166666666667,0.0673913043478,0.166666666667
"Poland","2007","Coalition KW of the Left and Democrats",53,0.166666666667,0.115217391304,0.166666666667
"Poland","2007","KW Law and Justice",166,0.166666666667,0.360869565217,0.166666666667
"Poland","2007","KW Voters Civil Platform of Republic of Poland",209,0.5,0.454347826087,0.5
"Poland","2007","KKW German Minority",1,0,0.00217391304348,0
"Portugal","1975","Socialist Party",115,0.5,0.465587044534,0.5
"Portugal","1975","Portuguese Democratic Movement",5,0,0.0202429149798,0
"Portugal","1975","Popular Democratic Union",1,0,0.00404858299595,0
"Portugal","1975","Popular Democratic Party",80,0.166666666667,0.323886639676,0.166666666667
"Portugal","1975","Portuguese Communist Party",30,0.166666666667,0.121457489879,0.166666666667
"Portugal","1975","Democratic Social Center Party",16,0.166666666667,0.0647773279352,0.166666666667
"Portugal","1976","Socialist Party",106,0.5,0.409266409266,0.5
"Portugal","1976","Popular Democratic Party",71,0.166666666667,0.274131274131,0.166666666667
"Portugal","1976","Democratic Social Center Party",41,0.166666666667,0.158301158301,0.166666666667
"Portugal","1976","Portuguese Communist Party",40,0.166666666667,0.15444015444,0.166666666667
"Portugal","1976","Popular Democratic Union",1,0,0.003861003861,0
"Portugal","1979","Social Democratic Party",7,0.166666666667,0.0284552845528,0.166666666667
"Portugal","1979","United People Alliance",47,0.166666666667,0.191056910569,0.166666666667
"Portugal","1979","Popular Democratic Union",1,0,0.00406504065041,0
"Portugal","1979","Democratic Alliance",118,0.5,0.479674796748,0.5
"Portugal","1979","Socialist Party",73,0.166666666667,0.29674796748,0.166666666667
"Portugal","1980","Republican and Socialist Front",71,0.0277777777778,0.288617886179,0.0333333333333
"Portugal","1980","Socialist Party",2,0.0277777777778,0.00813008130081,0.0333333333333
"Portugal","1980","Popular Democratic Union",1,0.0277777777778,0.00406504065041,0.0333333333333
"Portugal","1980","Social Democratic Party",8,0.0277777777778,0.0325203252033,0.0333333333333
"Portugal","1980","United People Alliance",41,0.0277777777778,0.166666666667,0.0333333333333
"Portugal","1980","Democratic Alliance",123,0.861111111111,0.5,0.833333333333
"Portugal","1983","Democratic Social Center Party",29,0.166666666667,0.117886178862,0.166666666667
"Portugal","1983","United People Alliance",44,0.166666666667,0.178861788618,0.166666666667
"Portugal","1983","Popular Democratic Party-Social Democratic Party",73,0.166666666667,0.29674796748,0.166666666667
"Portugal","1983","Socialist Party",100,0.5,0.406504065041,0.5
"Portugal","1985","United People Alliance",38,0.166666666667,0.154471544715,0.166666666667
"Portugal","1985","Democratic Social Center Party",21,0,0.0853658536585,0
"Portugal","1985","Democratic Renovation Party",45,0.166666666667,0.182926829268,0.166666666667
"Portugal","1985","Socialist Party",56,0.166666666667,0.227642276423,0.166666666667
"Portugal","1985","Popular Democratic Party-Social Democratic Party",86,0.5,0.349593495935,0.5
"Portugal","1987","Democratic Social Center Party",4,0,0.0162601626016,0
"Portugal","1987","Popular Democratic Party-Social Democratic Party",145,1,0.589430894309,1
"Portugal","1987","Democratic Renovation Party",7,0,0.0284552845528,0
"Portugal","1987","United Democratic Coalition",31,0,0.126016260163,0
"Portugal","1987","Socialist Party",59,0,0.239837398374,0
"Portugal","1991","Democratic Social Center Party",5,0,0.0221238938053,0
"Portugal","1991","Socialist Party",71,0,0.314159292035,0
"Portugal","1991","Party of National Solidarity",1,0,0.00442477876106,0
"Portugal","1991","Portuguese Communist Party-Ecology Party The Greeens",17,0,0.0752212389381,0
"Portugal","1991","Popular Democratic Party-Social Democratic Party",132,1,0.58407079646,1
"Portugal","1995","Popular Democratic Party-Social Democratic Party",85,0.166666666667,0.37610619469,0.166666666667
"Portugal","1995","Portuguese Communist Party-Ecology Party The Greeens",15,0.166666666667,0.0663716814159,0.166666666667
